Region;Taurus
4.09.2013;0.764
5.09.2013;0.764
6.09.2013;0.764
7.09.2013;0.7
8.09.2013;0.7
9.09.2013;0.7
10.09.2013;0.65
11.09.2013;0.65
12.09.2013;0.65
13.09.2013;0.6
14.09.2013;0.6
15.09.2013;0.6
16.09.2013;0.6
17.09.2013;0.6
18.09.2013;0.6
19.09.2013;0.6
20.09.2013;0.6
21.09.2013;0.6
22.09.2013;0.6
23.09.2013;0.6
24.09.2013;0.6
25.09.2013;0.6
26.09.2013;0.551
27.09.2013;0.551
28.09.2013;0.551
29.09.2013;0.551
30.09.2013;0.551
1.10.2013;0.501
2.10.2013;0.501
3.10.2013;0.501
4.10.2013;0.551
5.10.2013;0.551
6.10.2013;0.551
7.10.2013;0.551
8.10.2013;0.551
9.10.2013;0.501
10.10.2013;0.501
11.10.2013;0.501
12.10.2013;0.501
13.10.2013;0.551
14.10.2013;0.551
15.10.2013;0.501
16.10.2013;0.501
17.10.2013;0.501
18.10.2013;0.65
19.10.2013;0.764
20.10.2013;0.7
21.10.2013;0.65
22.10.2013;0.6
23.10.2013;0.6
24.10.2013;0.6
25.10.2013;0.6
26.10.2013;0.551
27.10.2013;0.6
28.10.2013;0.551
29.10.2013;0.551
30.10.2013;0.501
31.10.2013;0.501
1.11.2013;0.501
2.11.2013;0.501
3.11.2013;0.501
4.11.2013;0.451
5.11.2013;0.451
6.11.2013;0.501
7.11.2013;0.501
8.11.2013;0.501
9.11.2013;0.501
10.11.2013;0.501
11.11.2013;0.451
12.11.2013;0.501
13.11.2013;0.501
14.11.2013;0.451
15.11.2013;0.501
16.11.2013;0.451
17.11.2013;0.501
18.11.2013;0.501
19.11.2013;0.451
20.11.2013;0.451
21.11.2013;0.451
22.11.2013;0.451
23.11.2013;0.451
24.11.2013;0.414
25.11.2013;0.377
26.11.2013;0.414
27.11.2013;0.551
28.11.2013;0.501
29.11.2013;0.451
30.11.2013;0.451
1.12.2013;0.414
2.12.2013;0.377
3.12.2013;0.414
4.12.2013;0.414
5.12.2013;0.414
6.12.2013;0.377
7.12.2013;0.377
8.12.2013;0.377
9.12.2013;0.341
10.12.2013;0.341
11.12.2013;0.341
12.12.2013;0.304
13.12.2013;0.304
14.12.2013;0.304
15.12.2013;0.304
16.12.2013;0.267
17.12.2013;0.267
18.12.2013;0.267
19.12.2013;0.267
20.12.2013;0.341
21.12.2013;0.414
22.12.2013;0.451
23.12.2013;0.414
24.12.2013;0.414
25.12.2013;0.414
26.12.2013;0.414
27.12.2013;0.414
28.12.2013;0.414
29.12.2013;0.414
30.12.2013;0.451
31.12.2013;0.451
1.01.2014;0.451
2.01.2014;0.414
3.01.2014;0.414
4.01.2014;0.414
5.01.2014;0.451
6.01.2014;0.414
7.01.2014;0.414
8.01.2014;0.414
9.01.2014;0.451
10.01.2014;0.414
11.01.2014;0.377
12.01.2014;0.377
13.01.2014;0.377
14.01.2014;0.377
15.01.2014;0.341
16.01.2014;0.341
17.01.2014;0.341
18.01.2014;0.341
19.01.2014;0.341
20.01.2014;0.304
21.01.2014;0.341
22.01.2014;0.341
23.01.2014;0.341
24.01.2014;0.304
25.01.2014;0.304
26.01.2014;0.414
27.01.2014;3.15
28.01.2014;2.21
29.01.2014;1.28
30.01.2014;1.11
31.01.2014;0.892
1.02.2014;0.764
2.02.2014;0.7
3.02.2014;0.65
4.02.2014;0.551
5.02.2014;0.501
6.02.2014;0.501
7.02.2014;0.501
8.02.2014;0.551
9.02.2014;0.551
10.02.2014;0.551
11.02.2014;0.501
12.02.2014;0.6
13.02.2014;0.65
14.02.2014;0.65
15.02.2014;0.6
16.02.2014;0.551
17.02.2014;0.501
18.02.2014;0.65
19.02.2014;0.764
20.02.2014;0.828
21.02.2014;0.892
22.02.2014;0.892
23.02.2014;0.7
24.02.2014;0.7
25.02.2014;1.36
26.02.2014;1.56
27.02.2014;1.19
28.02.2014;1.11
1.03.2014;0.956
2.03.2014;0.892
3.03.2014;1.11
4.03.2014;1.56
5.03.2014;1.19
6.03.2014;1.02
7.03.2014;1.11
8.03.2014;1.36
9.03.2014;3.6
10.03.2014;18.6
11.03.2014;9.12
12.03.2014;5.03
13.03.2014;3.15
14.03.2014;2.32
15.03.2014;1.89
16.03.2014;1.67
17.03.2014;1.56
18.03.2014;1.67
19.03.2014;1.56
20.03.2014;1.56
21.03.2014;1.45
22.03.2014;1.45
23.03.2014;1.45
24.03.2014;1.45
25.03.2014;1.56
26.03.2014;1.56
27.03.2014;1.45
28.03.2014;1.45
29.03.2014;1.56
30.03.2014;1.45
31.03.2014;1.45
1.04.2014;1.36
2.04.2014;1.28
3.04.2014;1.28
4.04.2014;1.28
5.04.2014;1.36
6.04.2014;1.36
7.04.2014;1.56
8.04.2014;1.56
9.04.2014;1.28
10.04.2014;1.19
11.04.2014;1.28
12.04.2014;1.36
13.04.2014;1.36
14.04.2014;1.45
15.04.2014;1.56
16.04.2014;1.45
17.04.2014;1.56
18.04.2014;2.43
19.04.2014;2.69
20.04.2014;2.84
21.04.2014;2.43
22.04.2014;2.21
23.04.2014;2.32
24.04.2014;2.69
25.04.2014;2.84
26.04.2014;3.15
27.04.2014;3.15
28.04.2014;3
29.04.2014;2.69
30.04.2014;2.21
1.05.2014;2
2.05.2014;1.67
3.05.2014;1.67
4.05.2014;1.67
5.05.2014;2.21
6.05.2014;3
7.05.2014;3.15
8.05.2014;4.25
9.05.2014;14.1
10.05.2014;13.2
11.05.2014;11.8
12.05.2014;10.4
13.05.2014;9.16
14.05.2014;8.13
15.05.2014;8.13
16.05.2014;8.13
17.05.2014;8.39
18.05.2014;8.13
19.05.2014;7.67
20.05.2014;7.21
21.05.2014;6.99
22.05.2014;6.76
23.05.2014;6.76
24.05.2014;6.99
25.05.2014;6.76
26.05.2014;6.53
27.05.2014;6.76
28.05.2014;7.21
29.05.2014;7.44
30.05.2014;7.44
31.05.2014;7.67
1.06.2014;7.67
2.06.2014;7.44
3.06.2014;6.76
4.06.2014;6.3
5.06.2014;6.76
6.06.2014;7.67
7.06.2014;7.9
8.06.2014;7.67
9.06.2014;7.21
10.06.2014;6.99
11.06.2014;6.76
12.06.2014;6.76
13.06.2014;6.53
14.06.2014;6.3
15.06.2014;6.3
16.06.2014;6.07
17.06.2014;6.07
18.06.2014;6.3
19.06.2014;6.53
20.06.2014;6.3
21.06.2014;6.07
22.06.2014;5.27
23.06.2014;5.08
24.06.2014;4.9
25.06.2014;4.71
26.06.2014;4.52
27.06.2014;4.33
28.06.2014;4.52
29.06.2014;4.33
30.06.2014;3.95
1.07.2014;3.8
2.07.2014;3.64
3.07.2014;3.64
4.07.2014;3.49
5.07.2014;3.49
6.07.2014;3.18
7.07.2014;3.03
8.07.2014;3.03
9.07.2014;2.87
10.07.2014;2.72
11.07.2014;2.84
12.07.2014;3
13.07.2014;2.69
14.07.2014;2.54
15.07.2014;2.54
16.07.2014;2.43
17.07.2014;2.32
18.07.2014;2.21
19.07.2014;2.1
20.07.2014;2.54
21.07.2014;3
22.07.2014;2.84
23.07.2014;2.43
24.07.2014;2.21
25.07.2014;2.1
26.07.2014;2
27.07.2014;1.89
28.07.2014;1.89
29.07.2014;1.67
30.07.2014;1.67
31.07.2014;1.56
1.08.2014;1.45
2.08.2014;1.36
3.08.2014;1.36
4.08.2014;1.28
5.08.2014;1.28
6.08.2014;1.28
7.08.2014;1.19
8.08.2014;1.11
9.08.2014;1.02
10.08.2014;1.02
11.08.2014;0.956
12.08.2014;0.956
13.08.2014;0.956
14.08.2014;0.892
15.08.2014;0.892
16.08.2014;0.892
17.08.2014;0.892
18.08.2014;0.828
19.08.2014;0.828
20.08.2014;0.828
21.08.2014;1.56
22.08.2014;1.11
23.08.2014;0.956
24.08.2014;1.02
25.08.2014;0.956
26.08.2014;0.956
27.08.2014;0.892
28.08.2014;0.892
29.08.2014;0.892
30.08.2014;0.828
31.08.2014;0.828
1.09.2014;0.828
2.09.2014;0.764
3.09.2014;0.828
4.09.2014;0.828
5.09.2014;0.764
6.09.2014;0.764
7.09.2014;0.764
8.09.2014;0.764
9.09.2014;0.764
10.09.2014;0.764
11.09.2014;0.764
12.09.2014;0.7
13.09.2014;0.7
14.09.2014;0.7
15.09.2014;0.7
16.09.2014;0.7
17.09.2014;0.65
18.09.2014;0.7
19.09.2014;0.7
20.09.2014;1.11
21.09.2014;0.956
22.09.2014;0.764
23.09.2014;0.65
24.09.2014;0.65
25.09.2014;0.6
26.09.2014;0.551
27.09.2014;0.6
28.09.2014;1.19
29.09.2014;1.78
30.09.2014;1.67
1.10.2014;1.56
2.10.2014;1.28
3.10.2014;1.11
4.10.2014;1.02
5.10.2014;0.956
6.10.2014;0.892
7.10.2014;0.828
8.10.2014;0.764
9.10.2014;0.764
10.10.2014;0.764
11.10.2014;0.764
12.10.2014;1.45
13.10.2014;1.67
14.10.2014;0.892
15.10.2014;0.956
16.10.2014;1.45
17.10.2014;1.36
18.10.2014;2.21
19.10.2014;4.25
20.10.2014;3.76
21.10.2014;2.84
22.10.2014;2.32
23.10.2014;2
24.10.2014;1.89
25.10.2014;1.67
26.10.2014;1.56
27.10.2014;1.45
28.10.2014;1.45
29.10.2014;1.45
30.10.2014;1.36
31.10.2014;1.56
1.11.2014;1.78
2.11.2014;1.67
3.11.2014;1.56
4.11.2014;1.45
5.11.2014;1.36
6.11.2014;1.28
7.11.2014;1.28
8.11.2014;1.19
9.11.2014;1.19
10.11.2014;1.11
11.11.2014;1.11
12.11.2014;1.02
13.11.2014;1.02
14.11.2014;1.02
15.11.2014;1.02
16.11.2014;0.956
17.11.2014;0.956
18.11.2014;0.892
19.11.2014;0.892
20.11.2014;0.892
21.11.2014;0.892
22.11.2014;1.02
23.11.2014;0.956
24.11.2014;0.956
25.11.2014;0.892
26.11.2014;1.78
27.11.2014;1.45
28.11.2014;1.28
29.11.2014;1.28
30.11.2014;1.28
1.12.2014;1.89
2.12.2014;2.69
3.12.2014;2.69
4.12.2014;2.43
5.12.2014;2.21
6.12.2014;2
7.12.2014;1.67
8.12.2014;1.67
9.12.2014;3.3
10.12.2014;6.23
11.12.2014;3.6
12.12.2014;3
13.12.2014;4.25
14.12.2014;3.45
15.12.2014;2.69
16.12.2014;2.32
17.12.2014;2
18.12.2014;1.89
19.12.2014;1.78
20.12.2014;1.67
21.12.2014;1.56
22.12.2014;1.45
23.12.2014;1.36
24.12.2014;1.28
25.12.2014;1.19
26.12.2014;1.19
27.12.2014;1.19
28.12.2014;1.11
29.12.2014;1.11
30.12.2014;1.02
31.12.2014;1.02
1.01.2015;1.02
2.01.2015;1.11
3.01.2015;1.02
4.01.2015;1.02
5.01.2015;1.02
6.01.2015;2
7.01.2015;2.32
8.01.2015;1.89
9.01.2015;1.56
10.01.2015;1.45
11.01.2015;1.36
12.01.2015;1.28
13.01.2015;1.19
14.01.2015;1.19
15.01.2015;1.19
16.01.2015;1.11
17.01.2015;1.11
18.01.2015;1.11
19.01.2015;1.11
20.01.2015;1.02
21.01.2015;1.11
22.01.2015;1.11
23.01.2015;1.02
24.01.2015;1.02
25.01.2015;1.02
26.01.2015;1.02
27.01.2015;0.956
28.01.2015;0.956
29.01.2015;0.892
30.01.2015;0.892
31.01.2015;0.892
1.02.2015;0.892
2.02.2015;0.892
3.02.2015;0.956
4.02.2015;0.892
5.02.2015;0.892
6.02.2015;0.892
7.02.2015;0.956
8.02.2015;1.02
9.02.2015;0.956
10.02.2015;0.956
11.02.2015;1.36
12.02.2015;1.36
13.02.2015;1.28
14.02.2015;1.19
15.02.2015;1.28
16.02.2015;1.28
17.02.2015;1.45
18.02.2015;1.36
19.02.2015;1.36
20.02.2015;1.28
21.02.2015;1.28
22.02.2015;1.28
23.02.2015;1.36
24.02.2015;1.45
25.02.2015;1.78
26.02.2015;2.21
27.02.2015;2.84
28.02.2015;3.45
1.03.2015;3.6
2.03.2015;4.06
3.03.2015;3.91
4.03.2015;3.6
5.03.2015;3.15
6.03.2015;2.84
7.03.2015;3
8.03.2015;3.3
9.03.2015;3.6
10.03.2015;3.91
11.03.2015;4.84
12.03.2015;12.2
13.03.2015;8.32
14.03.2015;6
15.03.2015;4.64
16.03.2015;4.06
17.03.2015;3.6
18.03.2015;3.15
19.03.2015;3.15
20.03.2015;3.15
21.03.2015;3
22.03.2015;2.84
23.03.2015;2.69
24.03.2015;2.84
25.03.2015;2.84
26.03.2015;3.15
27.03.2015;3.6
28.03.2015;7.39
29.03.2015;11.3
30.03.2015;9.39
31.03.2015;7.16
1.04.2015;6.23
2.04.2015;6
3.04.2015;5.81
4.04.2015;5.61
5.04.2015;5.03
6.04.2015;4.84
7.04.2015;5.22
8.04.2015;5.61
9.04.2015;5.81
10.04.2015;5.42
11.04.2015;4.45
12.04.2015;3.91
13.04.2015;3.45
14.04.2015;3
15.04.2015;2.84
16.04.2015;2.84
17.04.2015;3.15
18.04.2015;3.6
19.04.2015;4.25
20.04.2015;5.03
21.04.2015;5.42
22.04.2015;5.22
23.04.2015;4.64
24.04.2015;4.06
25.04.2015;3.6
26.04.2015;3.6
27.04.2015;3.6
28.04.2015;3.76
29.04.2015;4.64
30.04.2015;5.42
1.05.2015;5.61
2.05.2015;5.81
3.05.2015;6.23
4.05.2015;6
5.05.2015;5.81
6.05.2015;5.81
7.05.2015;6
8.05.2015;6.23
9.05.2015;8.09
10.05.2015;14.7
11.05.2015;13.2
12.05.2015;12.9
13.05.2015;13.2
14.05.2015;13.2
15.05.2015;12.4
16.05.2015;12.1
17.05.2015;12.7
18.05.2015;13.2
19.05.2015;13.5
20.05.2015;13.8
21.05.2015;13.8
22.05.2015;13.8
23.05.2015;14.1
24.05.2015;14.1
25.05.2015;13.8
26.05.2015;13.8
27.05.2015;13.2
28.05.2015;13.2
29.05.2015;12.9
30.05.2015;12.9
31.05.2015;12.1
1.06.2015;11.5
2.06.2015;11.3
3.06.2015;13.8
4.06.2015;13.5
5.06.2015;12.9
6.06.2015;12.4
7.06.2015;11.8
8.06.2015;11.5
9.06.2015;11.3
10.06.2015;11.3
11.06.2015;11.5
12.06.2015;11.3
13.06.2015;11
14.06.2015;11.8
15.06.2015;12.7
16.06.2015;12.1
17.06.2015;11.5
18.06.2015;11.5
19.06.2015;11.8
20.06.2015;11.3
21.06.2015;10.7
22.06.2015;10.7
23.06.2015;10.4
24.06.2015;10.4
25.06.2015;10.4
26.06.2015;10.2
27.06.2015;10.2
28.06.2015;11.5
29.06.2015;11
30.06.2015;9.67
1.07.2015;8.9
2.07.2015;8.39
3.07.2015;8.13
4.07.2015;7.9
5.07.2015;7.67
6.07.2015;7.67
7.07.2015;7.44
8.07.2015;7.21
9.07.2015;7.21
10.07.2015;6.99
11.07.2015;6.99
12.07.2015;6.99
13.07.2015;6.76
14.07.2015;6.53
15.07.2015;6.3
16.07.2015;6.3
17.07.2015;6.3
18.07.2015;6.07
19.07.2015;5.84
20.07.2015;5.84
21.07.2015;5.65
22.07.2015;5.65
23.07.2015;5.46
24.07.2015;5.46
25.07.2015;5.27
26.07.2015;5.27
27.07.2015;4.84
28.07.2015;4.84
29.07.2015;4.45
30.07.2015;4.25
31.07.2015;3.91
1.08.2015;3.76
2.08.2015;3.6
3.08.2015;3.45
4.08.2015;3.15
5.08.2015;3
6.08.2015;2.84
7.08.2015;2.69
8.08.2015;2.54
9.08.2015;2.32
10.08.2015;2.21
11.08.2015;2.1
12.08.2015;2.1
13.08.2015;2
14.08.2015;1.89
15.08.2015;1.78
16.08.2015;1.78
17.08.2015;1.56
18.08.2015;1.45
19.08.2015;1.36
20.08.2015;1.36
21.08.2015;1.28
22.08.2015;1.19
23.08.2015;1.19
24.08.2015;1.19
25.08.2015;1.11
26.08.2015;1.11
27.08.2015;1.11
28.08.2015;1.11
29.08.2015;1.11
30.08.2015;1.11
31.08.2015;1.67
1.09.2015;1.56
2.09.2015;1.45
3.09.2015;1.36
4.09.2015;1.36
5.09.2015;1.28
6.09.2015;1.28
7.09.2015;1.19
8.09.2015;1.19
9.09.2015;1.19
10.09.2015;1.19
11.09.2015;1.36
12.09.2015;1.45
13.09.2015;1.45
14.09.2015;1.36
15.09.2015;1.36
16.09.2015;1.36
17.09.2015;1.28
18.09.2015;1.28
19.09.2015;1.28
20.09.2015;1.28
21.09.2015;1.28
22.09.2015;1.36
23.09.2015;1.45
24.09.2015;1.36
25.09.2015;1.36
26.09.2015;1.28
27.09.2015;1.28
28.09.2015;1.28
29.09.2015;1.19
30.09.2015;1.45
1.10.2015;1.56
2.10.2015;1.45
3.10.2015;1.56
4.10.2015;1.45
5.10.2015;1.36
6.10.2015;1.28
7.10.2015;1.36
8.10.2015;1.36
9.10.2015;1.28
10.10.2015;1.19
11.10.2015;1.28
12.10.2015;1.19
13.10.2015;1.19
14.10.2015;1.28
15.10.2015;1.19
16.10.2015;1.11
17.10.2015;1.19
18.10.2015;1.19
19.10.2015;1.11
20.10.2015;1.11
21.10.2015;1.11
22.10.2015;1.02
23.10.2015;1.02
24.10.2015;10.2
25.10.2015;6.07
26.10.2015;3.64
27.10.2015;3.33
28.10.2015;2.41
29.10.2015;1.95
30.10.2015;1.74
31.10.2015;1.53
1.11.2015;1.32
2.11.2015;1.32
3.11.2015;1.24
4.11.2015;1.24
5.11.2015;1.07
6.11.2015;0.907
7.11.2015;0.907
8.11.2015;0.842
9.11.2015;0.842
10.11.2015;0.842
11.11.2015;0.777
12.11.2015;0.777
13.11.2015;0.713
14.11.2015;0.713
15.11.2015;0.713
16.11.2015;0.713
17.11.2015;0.713
18.11.2015;0.713
19.11.2015;0.648
20.11.2015;0.648
21.11.2015;0.648
22.11.2015;0.648
23.11.2015;0.583
24.11.2015;0.583
25.11.2015;0.583
26.11.2015;0.583
27.11.2015;0.583
28.11.2015;0.583
29.11.2015;0.648
30.11.2015;0.583
1.12.2015;0.583
2.12.2015;0.583
3.12.2015;0.583
4.12.2015;0.536
5.12.2015;0.536
6.12.2015;0.536
7.12.2015;0.536
8.12.2015;0.489
9.12.2015;0.489
10.12.2015;0.489
11.12.2015;0.489
12.12.2015;0.489
13.12.2015;0.489
14.12.2015;0.489
15.12.2015;0.442
16.12.2015;0.442
17.12.2015;0.442
18.12.2015;0.442
19.12.2015;0.442
20.12.2015;0.442
21.12.2015;0.442
22.12.2015;0.395
23.12.2015;0.395
24.12.2015;0.395
25.12.2015;0.395
26.12.2015;0.395
27.12.2015;0.395
28.12.2015;0.442
29.12.2015;0.583
30.12.2015;0.583
31.12.2015;0.583
1.01.2016;0.583
2.01.2016;0.536
3.01.2016;0.536
4.01.2016;0.65
5.01.2016;0.65
6.01.2016;0.6
7.01.2016;0.7
8.01.2016;1.11
9.01.2016;0.764
10.01.2016;0.7
11.01.2016;0.65
12.01.2016;0.7
13.01.2016;0.65
14.01.2016;0.7
15.01.2016;0.7
16.01.2016;0.65
17.01.2016;0.65
18.01.2016;0.7
19.01.2016;0.7
20.01.2016;0.65
21.01.2016;0.6
22.01.2016;0.551
23.01.2016;0.551
24.01.2016;0.551
25.01.2016;0.501
26.01.2016;0.501
27.01.2016;0.501
28.01.2016;0.414
29.01.2016;0.414
30.01.2016;0.451
31.01.2016;0.501
1.02.2016;0.551
2.02.2016;0.501
3.02.2016;0.551
4.02.2016;0.6
5.02.2016;0.7
6.02.2016;0.6
7.02.2016;0.551
8.02.2016;0.501
9.02.2016;0.501
10.02.2016;0.551
11.02.2016;0.551
12.02.2016;0.501
13.02.2016;0.501
14.02.2016;0.7
15.02.2016;0.892
16.02.2016;1.19
17.02.2016;1.19
18.02.2016;1.11
19.02.2016;1.19
20.02.2016;1.28
21.02.2016;1.19
22.02.2016;1.36
23.02.2016;1.02
24.02.2016;0.956
25.02.2016;1.02
26.02.2016;1.02
27.02.2016;1.11
28.02.2016;1.36
29.02.2016;2.1
1.03.2016;1.19
2.03.2016;1.45
3.03.2016;1.89
4.03.2016;2.69
5.03.2016;2.1
6.03.2016;1.67
7.03.2016;1.56
8.03.2016;1.56
9.03.2016;1.45
10.03.2016;1.45
11.03.2016;1.45
12.03.2016;1.45
13.03.2016;1.45
14.03.2016;1.67
15.03.2016;2
16.03.2016;1.78
17.03.2016;1.56
18.03.2016;1.36
19.03.2016;1.28
20.03.2016;1.28
21.03.2016;1.11
22.03.2016;1.11
23.03.2016;1.02
24.03.2016;1.19
25.03.2016;1.45
26.03.2016;1.45
27.03.2016;1.36
28.03.2016;1.28
29.03.2016;1.19
30.03.2016;1.11
31.03.2016;1.02
1.04.2016;1.11
2.04.2016;1.28
3.04.2016;1.45
4.04.2016;2
5.04.2016;2.21
6.04.2016;2.54
7.04.2016;3.95
8.04.2016;4.14
9.04.2016;4.71
10.04.2016;6.3
11.04.2016;6.07
12.04.2016;5.08
13.04.2016;4.14
14.04.2016;4.14
15.04.2016;4.71
16.04.2016;5.08
17.04.2016;5.84
18.04.2016;6.07
19.04.2016;6.3
20.04.2016;6.53
21.04.2016;7.21
22.04.2016;6.76
23.04.2016;6.3
24.04.2016;6.3
25.04.2016;6.07
26.04.2016;5.84
27.04.2016;6.3
28.04.2016;6.07
29.04.2016;5.84
30.04.2016;5.65
1.05.2016;5.46
2.05.2016;5.27
3.05.2016;5.65
4.05.2016;5.84
5.05.2016;5.46
6.05.2016;5.08
7.05.2016;5.27
8.05.2016;4.9
9.05.2016;4.9
10.05.2016;4.71
11.05.2016;4.71
12.05.2016;4.71
13.05.2016;5.46
14.05.2016;7.67
15.05.2016;8.9
16.05.2016;10.4
17.05.2016;10.7
18.05.2016;9.93
19.05.2016;8.64
20.05.2016;7.9
21.05.2016;7.44
22.05.2016;7.21
23.05.2016;7.67
24.05.2016;8.39
25.05.2016;7.67
26.05.2016;7.21
27.05.2016;6.99
28.05.2016;6.99
29.05.2016;7.44
30.05.2016;6.99
31.05.2016;6.99
1.06.2016;8.9
2.06.2016;9.42
3.06.2016;9.42
4.06.2016;8.9
5.06.2016;8.39
6.06.2016;7.44
7.06.2016;7.44
8.06.2016;7.21
9.06.2016;7.21
10.06.2016;7.21
11.06.2016;6.53
12.06.2016;6.3
13.06.2016;6.07
14.06.2016;6.07
15.06.2016;5.84
16.06.2016;5.84
17.06.2016;5.46
18.06.2016;5.27
19.06.2016;5.08
20.06.2016;4.9
21.06.2016;4.71
22.06.2016;4.52
23.06.2016;4.52
24.06.2016;4.14
25.06.2016;4.14
26.06.2016;3.95
27.06.2016;3.8
28.06.2016;3.64
29.06.2016;3.64
30.06.2016;3.49
1.07.2016;3.33
2.07.2016;3.18
3.07.2016;3.18
4.07.2016;3.18
5.07.2016;3.03
6.07.2016;3.03
7.07.2016;2.87
8.07.2016;2.72
9.07.2016;2.56
10.07.2016;2.41
11.07.2016;2.3
12.07.2016;2.3
13.07.2016;2.18
14.07.2016;2.07
15.07.2016;2.07
16.07.2016;2.07
17.07.2016;1.95
18.07.2016;1.95
19.07.2016;1.84
20.07.2016;1.84
21.07.2016;1.79
22.07.2016;1.69
23.07.2016;1.5
24.07.2016;1.41
25.07.2016;1.41
26.07.2016;1.12
27.07.2016;0.933
28.07.2016;0.804
29.07.2016;0.74
30.07.2016;0.675
31.07.2016;0.562
1.08.2016;0.514
2.08.2016;0.74
3.08.2016;0.611
4.08.2016;0.562
5.08.2016;0.514
6.08.2016;0.465
7.08.2016;0.514
8.08.2016;0.417
9.08.2016;0.417
10.08.2016;0.368
11.08.2016;0.335
12.08.2016;0.368
13.08.2016;0.335
14.08.2016;0.335
15.08.2016;0.335
16.08.2016;0.417
17.08.2016;0.368
18.08.2016;0.335
19.08.2016;0.302
20.08.2016;0.237
21.08.2016;0.368
22.08.2016;0.335
23.08.2016;0.302
24.08.2016;0.302
25.08.2016;0.368
26.08.2016;0.417
27.08.2016;0.368
28.08.2016;0.335
29.08.2016;0.335
30.08.2016;0.368
31.08.2016;0.368
1.09.2016;0.368
2.09.2016;0.368
3.09.2016;0.368
4.09.2016;0.417
5.09.2016;0.417
6.09.2016;0.417
7.09.2016;0.417
8.09.2016;0.465
9.09.2016;0.417
10.09.2016;0.368
11.09.2016;0.514
12.09.2016;0.562
13.09.2016;0.514
14.09.2016;0.335
15.09.2016;0.302
16.09.2016;2.02
17.09.2016;1.31
18.09.2016;0.74
19.09.2016;0.611
20.09.2016;0.562
21.09.2016;0.74
22.09.2016;0.869
23.09.2016;0.74
24.09.2016;0.933
25.09.2016;0.804
26.09.2016;0.562
27.09.2016;0.562
28.09.2016;0.465
29.09.2016;0.465
30.09.2016;0.465
1.10.2016;0.465
2.10.2016;0.417
3.10.2016;0.417
4.10.2016;0.417
5.10.2016;0.368
6.10.2016;0.335
7.10.2016;0.335
8.10.2016;0.335
9.10.2016;0.368
10.10.2016;0.368
11.10.2016;0.368
12.10.2016;0.368
13.10.2016;0.368
14.10.2016;0.368
15.10.2016;0.368
16.10.2016;0.417
17.10.2016;0.417
18.10.2016;0.368
19.10.2016;0.417
20.10.2016;0.368
21.10.2016;0.368
22.10.2016;0.335
23.10.2016;0.368
24.10.2016;0.335
25.10.2016;0.368
26.10.2016;0.335
27.10.2016;0.335
28.10.2016;0.302
29.10.2016;0.335
30.10.2016;0.302
31.10.2016;0.302
1.11.2016;0.302
2.11.2016;0.368
3.11.2016;0.302
4.11.2016;0.302
5.11.2016;0.302
6.11.2016;0.335
7.11.2016;0.302
8.11.2016;0.302
9.11.2016;0.27
10.11.2016;0.302
11.11.2016;0.27
12.11.2016;0.237
13.11.2016;0.302
14.11.2016;0.27
15.11.2016;0.182
16.11.2016;0.27
17.11.2016;0.675
18.11.2016;0.74
19.11.2016;0.675
20.11.2016;0.74
21.11.2016;0.675
22.11.2016;0.562
23.11.2016;0.562
24.11.2016;0.562
25.11.2016;0.514
26.11.2016;0.514
27.11.2016;0.562
28.11.2016;0.514
29.11.2016;0.514
30.11.2016;0.562
1.12.2016;0.562
2.12.2016;0.611
3.12.2016;0.611
4.12.2016;0.562
5.12.2016;0.514
6.12.2016;0.514
7.12.2016;0.514
8.12.2016;0.514
9.12.2016;0.514
10.12.2016;0.514
11.12.2016;0.562
12.12.2016;0.562
13.12.2016;0.562
14.12.2016;0.74
15.12.2016;0.74
16.12.2016;0.562
17.12.2016;0.562
18.12.2016;0.562
19.12.2016;0.562
20.12.2016;0.611
21.12.2016;0.562
22.12.2016;0.611
23.12.2016;0.611
24.12.2016;0.611
25.12.2016;0.675
26.12.2016;0.675
27.12.2016;1.03
28.12.2016;1.03
29.12.2016;1.12
30.12.2016;0.933
31.12.2016;1.12
1.01.2017;0.675
2.01.2017;0.514
3.01.2017;0.465
4.01.2017;0.465
5.01.2017;0.465
6.01.2017;0.804
7.01.2017;1.12
8.01.2017;1.41
9.01.2017;0.933
10.01.2017;0.611
11.01.2017;0.562
12.01.2017;0.465
13.01.2017;0.465
14.01.2017;0.465
15.01.2017;0.417
16.01.2017;0.417
17.01.2017;0.417
18.01.2017;0.417
19.01.2017;0.514
20.01.2017;0.562
21.01.2017;0.562
22.01.2017;0.562
23.01.2017;0.514
24.01.2017;0.514
25.01.2017;0.562
26.01.2017;0.562
27.01.2017;0.514
28.01.2017;0.562
29.01.2017;0.465
30.01.2017;0.368
31.01.2017;0.368
1.02.2017;0.302
2.02.2017;0.302
3.02.2017;0.27
4.02.2017;0.302
5.02.2017;0.302
6.02.2017;0.368
7.02.2017;0.611
8.02.2017;1.41
9.02.2017;1.5
10.02.2017;1.88
11.02.2017;2.02
12.02.2017;1.88
13.02.2017;1.6
14.02.2017;1.41
15.02.2017;1.12
16.02.2017;0.933
17.02.2017;0.804
18.02.2017;0.804
19.02.2017;0.804
20.02.2017;0.933
21.02.2017;1.12
22.02.2017;1.5
23.02.2017;1.79
24.02.2017;2.02
25.02.2017;2.02
26.02.2017;1.6
27.02.2017;1.6
28.02.2017;1.5
1.03.2017;1.69
2.03.2017;1.79
